Year,Value,Units
2015,1.4,"на 100,000 населения"
2016,1.3,"на 100,000 населения"
2017,1.4,"на 100,000 населения"
2018,1.0,"на 100,000 населения"
2019,1.6,"на 100,000 населения"
2020,2.0,"на 100,000 населения"
2021,1.0,"на 100,000 населения"
2022,0.9,"на 100,000 населения"
2023,0.8,"на 100,000 населения"
2024,0.6,"на 100,000 населения"
