Year,Value,Units
2015,5.8,"на 1,000 женщин"
2016,5.4,"на 1,000 женщин"
2017,4.8,"на 1,000 женщин"
2018,3.7,"на 1,000 женщин"
2019,3.2,"на 1,000 женщин"
2020,2.9,"на 1,000 женщин"
2021,2.7,"на 1,000 женщин"
2022,2.3,"на 1,000 женщин"
2023,2.2,"на 1,000 женщин"
2024,1.8,"на 1,000 женщин"
