Year,Value,Units
2015,0.0,"на 1,000 населения"
2016,0.0,"на 1,000 населения"
2017,0.0,"на 1,000 населения"
2018,0.0,"на 1,000 населения"
2019,0.0,"на 1,000 населения"
2020,0.0,"на 1,000 населения"
2021,0.0,"на 1,000 населения"
2022,0.0,"на 1,000 населения"
2023,0.0,"на 1,000 населения"
