Year,Value,Units
2015,16.8,"на 100,000 живорожденных"
2016,29.6,"на 100,000 живорожденных"
2017,8.0,"на 100,000 живорожденных"
2018,21.9,"на 100,000 живорожденных"
2019,33.3,"на 100,000 живорожденных"
2020,22.0,"на 100,000 живорожденных"
2021,43.7,"на 100,000 живорожденных"
2022,22.0,"на 100,000 живорожденных"
2023,10.9,"на 100,000 живорожденных"
2024,20.8,"на 100,000 живорожденных"
