Year,Value,Units
2015,173.5,млн. долл. США
2016,142.6,млн. долл. США
2017,177.7,млн. долл. США
2018,195.0,млн. долл. США
2019,-38.8,млн. долл. США
2020,-88.3,млн. долл. США
2021,255.2,млн. долл. США
2022,417.3,млн. долл. США
2023,644.5,млн. долл. США
2024,-120.9,млн. долл. США
