Year,Units,Value
2015,"кг/долл. США (ППС, 2017 г.)",0.3
2016,"кг/долл. США (ППС, 2017 г.)",0.3
2017,"кг/долл. США (ППС, 2017 г.)",0.28
2018,"кг/долл. США (ППС, 2017 г.)",0.27
2019,"кг/долл. США (ППС, 2017 г.)",0.27
