Year,Units,Value
2015,"100,000 բնակչի հաշվով",1.7
2016,"100,000 բնակչի հաշվով",2.2
2017,"100,000 բնակչի հաշվով",1.6
2018,"100,000 բնակչի հաշվով",1.2
2019,"100,000 բնակչի հաշվով",1.6
2020,"100,000 բնակչի հաշվով",1.7
2021,"100,000 բնակչի հաշվով",2.0
2022,"100,000 բնակչի հաշվով",1.9
2023,"100,000 բնակչի հաշվով",1.8
