Year,Series,Units,Value
2015,Անհայտ ռիսկի կարգավիճակ ունեցող տեղական ցեղատեսակների քանակը,թվաքանակ,13
2016,Անհայտ ռիսկի կարգավիճակ ունեցող տեղական ցեղատեսակների քանակը,թվաքանակ,13
2017,Անհայտ ռիսկի կարգավիճակ ունեցող տեղական ցեղատեսակների քանակը,թվաքանակ,13
2018,Անհայտ ռիսկի կարգավիճակ ունեցող տեղական ցեղատեսակների քանակը,թվաքանակ,13
2019,Անհայտ ռիսկի կարգավիճակ ունեցող տեղական ցեղատեսակների քանակը,թվաքանակ,13
2020,Անհայտ ռիսկի կարգավիճակ ունեցող տեղական ցեղատեսակների քանակը,թվաքանակ,13
2021,Անհայտ ռիսկի կարգավիճակ ունեցող տեղական ցեղատեսակների քանակը,թվաքանակ,13
2022,Անհայտ ռիսկի կարգավիճակ ունեցող տեղական ցեղատեսակների քանակը,թվաքանակ,13
2023,Անհայտ ռիսկի կարգավիճակ ունեցող տեղական ցեղատեսակների քանակը,թվաքանակ,13
2024,Անհայտ ռիսկի կարգավիճակ ունեցող տեղական ցեղատեսակների քանակը,թվաքանակ,13
2025,Անհայտ ռիսկի կարգավիճակ ունեցող տեղական ցեղատեսակների քանակը,թվաքանակ,13
2015,Տեղական ցեղատեսակների քանակը (ոչ թե անհետացած),թվաքանակ,13
2016,Տեղական ցեղատեսակների քանակը (ոչ թե անհետացած),թվաքանակ,13
2017,Տեղական ցեղատեսակների քանակը (ոչ թե անհետացած),թվաքանակ,13
2018,Տեղական ցեղատեսակների քանակը (ոչ թե անհետացած),թվաքանակ,13
2019,Տեղական ցեղատեսակների քանակը (ոչ թե անհետացած),թվաքանակ,13
2020,Տեղական ցեղատեսակների քանակը (ոչ թե անհետացած),թվաքանակ,13
2021,Տեղական ցեղատեսակների քանակը (ոչ թե անհետացած),թվաքանակ,13
2022,Տեղական ցեղատեսակների քանակը (ոչ թե անհետացած),թվաքանակ,13
2023,Տեղական ցեղատեսակների քանակը (ոչ թե անհետացած),թվաքանակ,13
2024,Տեղական ցեղատեսակների քանակը (ոչ թե անհետացած),թվաքանակ,13
2025,Տեղական ցեղատեսակների քանակը (ոչ թե անհետացած),թվաքանակ,13
2015,Անդրսահմանային տեսակների քանակը (ոչ թե անհետացած),թվաքանակ,24
2016,Անդրսահմանային տեսակների քանակը (ոչ թե անհետացած),թվաքանակ,24
2017,Անդրսահմանային տեսակների քանակը (ոչ թե անհետացած),թվաքանակ,24
2018,Անդրսահմանային տեսակների քանակը (ոչ թե անհետացած),թվաքանակ,24
2019,Անդրսահմանային տեսակների քանակը (ոչ թե անհետացած),թվաքանակ,24
2020,Անդրսահմանային տեսակների քանակը (ոչ թե անհետացած),թվաքանակ,24
2021,Անդրսահմանային տեսակների քանակը (ոչ թե անհետացած),թվաքանակ,24
2022,Անդրսահմանային տեսակների քանակը (ոչ թե անհետացած),թվաքանակ,24
2023,Անդրսահմանային տեսակների քանակը (ոչ թե անհետացած),թվաքանակ,24
2024,Անդրսահմանային տեսակների քանակը (ոչ թե անհետացած),թվաքանակ,24
2025,Անդրսահմանային տեսակների քանակը (ոչ թե անհետացած),թվաքանակ,24
2015,Անդրսահմանային ցեղատեսակների քանակը՝ անհայտ ռիսկի կարգավիճակով,թվաքանակ,24
2016,Անդրսահմանային ցեղատեսակների քանակը՝ անհայտ ռիսկի կարգավիճակով,թվաքանակ,24
2017,Անդրսահմանային ցեղատեսակների քանակը՝ անհայտ ռիսկի կարգավիճակով,թվաքանակ,24
2018,Անդրսահմանային ցեղատեսակների քանակը՝ անհայտ ռիսկի կարգավիճակով,թվաքանակ,24
2019,Անդրսահմանային ցեղատեսակների քանակը՝ անհայտ ռիսկի կարգավիճակով,թվաքանակ,24
2020,Անդրսահմանային ցեղատեսակների քանակը՝ անհայտ ռիսկի կարգավիճակով,թվաքանակ,24
2021,Անդրսահմանային ցեղատեսակների քանակը՝ անհայտ ռիսկի կարգավիճակով,թվաքանակ,24
2022,Անդրսահմանային ցեղատեսակների քանակը՝ անհայտ ռիսկի կարգավիճակով,թվաքանակ,24
2023,Անդրսահմանային ցեղատեսակների քանակը՝ անհայտ ռիսկի կարգավիճակով,թվաքանակ,24
2024,Անդրսահմանային ցեղատեսակների քանակը՝ անհայտ ռիսկի կարգավիճակով,թվաքանակ,24
2025,Անդրսահմանային ցեղատեսակների քանակը՝ անհայտ ռիսկի կարգավիճակով,թվաքանակ,24
