Year,Units,Value
2015,"1,000 չվարակված բնակչի հաշվով",0.06
2016,"1,000 չվարակված բնակչի հաշվով",0.06
2017,"1,000 չվարակված բնակչի հաշվով",0.06
2018,"1,000 չվարակված բնակչի հաշվով",0.14
2019,"1,000 չվարակված բնակչի հաշվով",0.15
2020,"1,000 չվարակված բնակչի հաշվով",0.12
2021,"1,000 չվարակված բնակչի հաշվով",0.14
2022,"1,000 չվարակված բնակչի հաշվով",0.18
2023,"1,000 չվարակված բնակչի հաշվով",0.17
2024,"1,000 չվարակված բնակչի հաշվով",0.18
