Year,Value,Units
2015,492.8,հազ. տոննա
2016,499.7,հազ. տոննա
2017,493.9,հազ. տոննա
2018,469.9,հազ. տոննա
2019,472.8,հազ. տոննա
2020,573.9,հազ. տոննա
2021,487.4,հազ. տոննա
2022,532.7,հազ. տոննա
2023,433.3,հազ. տոննա
