Year,Value,Units
2015,19.7,"100,000 կենդանածնի հաշվով"
2016,22.3,"100,000 կենդանածնի հաշվով"
2017,18.3,"100,000 կենդանածնի հաշվով"
2018,20.0,"100,000 կենդանածնի հաշվով"
2019,20.8,"100,000 կենդանածնի հաշվով"
2020,25.7,"100,000 կենդանածնի հաշվով"
2021,33.0,"100,000 կենդանածնի հաշվով"
2022,29.3,"100,000 կենդանածնի հաշվով"
2023,25.6,"100,000 կենդանածնի հաշվով"
2024,17.8,"100,000 կենդանածնի հաշվով"
