Year,Value,Units
2015,0.4,"100,000  բնակչի հաշվով"
2016,0.3,"100,000  բնակչի հաշվով"
2017,0.3,"100,000  բնակչի հաշվով"
2015,12.0,դեպք
2016,8.0,դեպք
2017,10.0,դեպք
2018,0.9,"100,000  բնակչի հաշվով"
2018,28.0,դեպք
2019,1.3,"100,000  բնակչի հաշվով"
2019,39.0,դեպք
2020,0.3,"100,000  բնակչի հաշվով"
2020,10.0,դեպք
