Year,Value,Units
2015,2.55,ԱՄՆ դոլար/խորանարդ մետր
2016,2.666,ԱՄՆ դոլար/խորանարդ մետր
2017,3.217,ԱՄՆ դոլար/խորանարդ մետր
2018,3.657,ԱՄՆ դոլար/խորանարդ մետր
2019,3.665,ԱՄՆ դոլար/խորանարդ մետր
2020,3.505,ԱՄՆ դոլար/խորանարդ մետր
2021,3.86,ԱՄՆ դոլար/խորանարդ մետր
2022,4.23,ԱՄՆ դոլար/խորանարդ մետր
