Year,Value,Units
2015,5.33,լիտր
2016,5.04,լիտր
2017,4.83,լիտր
2018,4.61,լիտր
2019,0.27,լիտր
2020,0.49,լիտր
2021,0.15,լիտր
2022,0.15,լիտր
2023,0.2,լիտր
