Year,Value,Units
2015,28.0,"100,000 բնակչի հաշվով"
2016,27.1,"100,000 բնակչի հաշվով"
2017,23.0,"100,000 բնակչի հաշվով"
2018,21.0,"100,000 բնակչի հաշվով"
2019,18.3,"100,000 բնակչի հաշվով"
2020,12.6,"100,000 բնակչի հաշվով"
2021,11.8,"100,000 բնակչի հաշվով"
2022,13.1,"100,000 բնակչի հաշվով"
2023,12.2,"100,000 բնակչի հաշվով"
2024,11.9,"100,000 բնակչի հաշվով"
