Year,Value,Units
2015,57.0,Ինդեքս 0-ից մինչև 100
2016,55.0,Ինդեքս 0-ից մինչև 100
2017,52.0,Ինդեքս 0-ից մինչև 100
2018,50.0,Ինդեքս 0-ից մինչև 100
2019,,Ինդեքս 0-ից մինչև 100
2020,59.0,Ինդեքս 0-ից մինչև 100
2021,,Ինդեքս 0-ից մինչև 100
2022,60.0,Ինդեքս 0-ից մինչև 100
2023,,Ինդեքս 0-ից մինչև 100
2024,63.0,Ինդեքս 0-ից մինչև 100
