Year,Value,Units
2015,5.8,"1,000 կնոջ հաշվով"
2016,5.4,"1,000 կնոջ հաշվով"
2017,4.8,"1,000 կնոջ հաշվով"
2018,3.7,"1,000 կնոջ հաշվով"
2019,3.2,"1,000 կնոջ հաշվով"
2020,2.9,"1,000 կնոջ հաշվով"
2021,2.7,"1,000 կնոջ հաշվով"
2022,2.3,"1,000 կնոջ հաշվով"
2023,2.2,"1,000 կնոջ հաշվով"
2024,1.8,"1,000 կնոջ հաշվով"
