Year,Value,Units
2015,1.7,"100,000 բնակչի հաշվով"
2016,2.2,"100,000 բնակչի հաշվով"
2017,1.6,"100,000 բնակչի հաշվով"
2018,1.2,"100,000 բնակչի հաշվով"
2019,1.6,"100,000 բնակչի հաշվով"
2020,1.7,"100,000 բնակչի հաշվով"
