Year,Value,Units
2015,11064.06,Գգ CO₂-ի համարժեքով
2016,11020.85,Գգ CO₂-ի համարժեքով
2017,11380.87,Գգ CO₂-ի համարժեքով
2018,11001.25,Գգ CO₂-ի համարժեքով
2019,11552.53,Գգ CO₂-ի համարժեքով
2020,11694.76,Գգ CO₂-ի համարժեքով
2021,12663.81,Գգ CO₂-ի համարժեքով
2022,12932.2,Գգ CO₂-ի համարժեքով
