Year,Value,Units
2015,0.3,"կգ/ԱՄՆ դոլար (ԳԳՀ, 2017 թ.)"
2016,0.3,"կգ/ԱՄՆ դոլար (ԳԳՀ, 2017 թ.)"
2017,0.28,"կգ/ԱՄՆ դոլար (ԳԳՀ, 2017 թ.)"
2018,0.27,"կգ/ԱՄՆ դոլար (ԳԳՀ, 2017 թ.)"
2019,0.27,"կգ/ԱՄՆ դոլար (ԳԳՀ, 2017 թ.)"
