Year,Value,Units
2015,18,մարդ
2016,18,մարդ
2017,17,մարդ
2018,17,մարդ
2019,17,մարդ
2020,16,մարդ
2021,11,մարդ
2022,14,մարդ
2023,30,մարդ
2024,23,մարդ
