Year,Value,Units,Series
1993,1,"այո=1, ոչ=0",ա1. Կենսաբանական բազմազանության Կոնվենցիա
2010,1,"այո=1, ոչ=0",ա2. Կենսաբազմազանության 2011-2020 թվականների ռազմավարական ծրագրի Աիչիի կենսաբազմազանության 2-րդ նպատակին համապատասխան ազգային նպատակների իրականացում
2015,1,"այո=1, ոչ=0",բ. Բնապահպանական-տնտեսական հաշիվների ներդրում. Ջրի հաշիվներ
