Year,Units,Կատեգորիա,Value
2017,%,PREFIS_CON_INC,28.7
2017,%,Հետֆիսկալ  տնօրինվող եկամուտ,28.7
2017,%,Նախաֆիսկալ եկամուտ,33.3
