Year,Series,Units,Value
2023,Անտառածածկ տարածքի համամասնությունը օրենքով սահմանված պահպանվող տարածքներում,%,27.8
2024,Անտառածածկ տարածքի համամասնությունը օրենքով սահմանված պահպանվող տարածքներում,%,28.3
