Year,Units,Value
2015,"100,000 բնակչի հաշվով",19.3
2016,"100,000 բնակչի հաշվով",17.4
2017,"100,000 բնակչի հաշվով",23.9
2018,"100,000 բնակչի հաշվով",19.2
2019,"100,000 բնակչի հաշվով",16.4
2020,"100,000 բնակչի հաշվով",13.1
2021,"100,000 բնակչի հաշվով",12.7
2022,"100,000 բնակչի հաշվով",10.3
2023,"100,000 բնակչի հաշվով",8.2
2024,"100,000 բնակչի հաշվով",7.7
