Year,Units,Կատեգորիա,Value
2015,մարդ,,100
2015,մարդ,տղամարդ,50
2015,մարդ,կին,50
2016,մարդ,,100
2016,մարդ,տղամարդ,45
2016,մարդ,կին,55
2017,մարդ,,100
2017,մարդ,տղամարդ,55
2017,մարդ,կին,45
