Year,Units,Value
2015,"1,000 չվարակված բնակչի հաշվով",0.06
2016,"1,000 չվարակված բնակչի հաշվով",0.06
2017,"1,000 չվարակված բնակչի հաշվով",0.06
2018,"1,000 չվարակված բնակչի հաշվով",0.06
