Year,Units,Կատեգորիա,Value
2015,միավոր,,17500.0
2015,միավոր,գրանցված ՀՀ Կարմիր գրքում,308.0
2015,միավոր,ներառված են բնության հատուկ պահպանվող տարածքներում,100.0
