Year,Units,Value
2015,մլն. ԱՄՆ դոլար,173.5
2016,մլն. ԱՄՆ դոլար,142.6
2017,մլն. ԱՄՆ դոլար,177.7
2018,մլն. ԱՄՆ դոլար,195.0
2019,մլն. ԱՄՆ դոլար,-38.8
2020,մլն. ԱՄՆ դոլար,-88.3
2021,մլն. ԱՄՆ դոլար,255.2
2022,մլն. ԱՄՆ դոլար,417.3
2023,մլն. ԱՄՆ դոլար,644.5
2024,մլն. ԱՄՆ դոլար,-120.9
