Year,Value,Units
2015,0.06,"1,000 չվարակված բնակչի հաշվով"
2016,0.06,"1,000 չվարակված բնակչի հաշվով"
2017,0.06,"1,000 չվարակված բնակչի հաշվով"
2018,0.06,"1,000 չվարակված բնակչի հաշվով"
