Year,Value,Units
2015,2.3544,մլն. ԱՄՆ դոլար
2016,146.4142,մլն. ԱՄՆ դոլար
2017,25.0052,մլն. ԱՄՆ դոլար
2018,30.9129,մլն. ԱՄՆ դոլար
2019,59.5674,մլն. ԱՄՆ դոլար
2020,3.1521,մլն. ԱՄՆ դոլար
2021,30.3691,մլն. ԱՄՆ դոլար
2022,6.8295,մլն. ԱՄՆ դոլար
2023,6.8261,մլն. ԱՄՆ դոլար
