Year,Value,Units,Series
2018,2106.04,Հաստատուն 2017թ. միջազգային դոլարով,"Average income of small-scale food producers,PPP"
2018,16288.28,Հաստատուն 2017թ. միջազգային դոլարով,"Average income of large-scale food producers,PPP"
