Year,Value,Units,Series
2010,19729128,ԱՄՆ դոլար,էկոլոգիապես մաքուր տեխնոլոգիաների արտահանման ծավալը
2011,17601676,ԱՄՆ դոլար,էկոլոգիապես մաքուր տեխնոլոգիաների արտահանման ծավալը
