Year,Value,Units,Series
2015,138,թվաքանակ,Երկրում պարենի և գյուղատնտեսության համար բույսերի գենետիկական ռեսուրսների փոխանցման վերաբերյալ ստանդարտ նյութերի փոխանցման պայմանագրերի (SMTA) ընդհանուր հաշվառված քանակը
2016,153,թվաքանակ,Երկրում պարենի և գյուղատնտեսության համար բույսերի գենետիկական ռեսուրսների փոխանցման վերաբերյալ ստանդարտ նյութերի փոխանցման պայմանագրերի (SMTA) ընդհանուր հաշվառված քանակը
2017,161,թվաքանակ,Երկրում պարենի և գյուղատնտեսության համար բույսերի գենետիկական ռեսուրսների փոխանցման վերաբերյալ ստանդարտ նյութերի փոխանցման պայմանագրերի (SMTA) ընդհանուր հաշվառված քանակը
2018,165,թվաքանակ,Երկրում պարենի և գյուղատնտեսության համար բույսերի գենետիկական ռեսուրսների փոխանցման վերաբերյալ ստանդարտ նյութերի փոխանցման պայմանագրերի (SMTA) ընդհանուր հաշվառված քանակը
2019,165,թվաքանակ,Երկրում պարենի և գյուղատնտեսության համար բույսերի գենետիկական ռեսուրսների փոխանցման վերաբերյալ ստանդարտ նյութերի փոխանցման պայմանագրերի (SMTA) ընդհանուր հաշվառված քանակը
2020,165,թվաքանակ,Երկրում պարենի և գյուղատնտեսության համար բույսերի գենետիկական ռեսուրսների փոխանցման վերաբերյալ ստանդարտ նյութերի փոխանցման պայմանագրերի (SMTA) ընդհանուր հաշվառված քանակը
2021,165,թվաքանակ,Երկրում պարենի և գյուղատնտեսության համար բույսերի գենետիկական ռեսուրսների փոխանցման վերաբերյալ ստանդարտ նյութերի փոխանցման պայմանագրերի (SMTA) ընդհանուր հաշվառված քանակը
2022,166,թվաքանակ,Երկրում պարենի և գյուղատնտեսության համար բույսերի գենետիկական ռեսուրսների փոխանցման վերաբերյալ ստանդարտ նյութերի փոխանցման պայմանագրերի (SMTA) ընդհանուր հաշվառված քանակը
2023,166,թվաքանակ,Երկրում պարենի և գյուղատնտեսության համար բույսերի գենետիկական ռեսուրսների փոխանցման վերաբերյալ ստանդարտ նյութերի փոխանցման պայմանագրերի (SMTA) ընդհանուր հաշվառված քանակը
2024,166,թվաքանակ,Երկրում պարենի և գյուղատնտեսության համար բույսերի գենետիկական ռեսուրսների փոխանցման վերաբերյալ ստանդարտ նյութերի փոխանցման պայմանագրերի (SMTA) ընդհանուր հաշվառված քանակը
2021,0,"այո=1, ոչ=0",Նագոյայի արձանագրությանը միացած երկրներ
2022,0,"այո=1, ոչ=0",Նագոյայի արձանագրությանը միացած երկրներ
2023,0,"այո=1, ոչ=0",Նագոյայի արձանագրությանը միացած երկրներ
2024,0,"այո=1, ոչ=0",Նագոյայի արձանագրությանը միացած երկրներ
2021,0,"այո=1, ոչ=0","Երկրներ, որոնք իրենց օրենսդրական, վարչական և քաղաքական շրջանակներն կամ միջոցառումները ներկայացրել են «Գենետիկ ռեսուրսների մատչելիության ու դրանց օգտագործումից ստացվող օգուտների արդարացի բաշխման» էլեկտրոնային հարթակում"
2022,0,"այո=1, ոչ=0","Երկրներ, որոնք իրենց օրենսդրական, վարչական և քաղաքական շրջանակներն կամ միջոցառումները ներկայացրել են «Գենետիկ ռեսուրսների մատչելիության ու դրանց օգտագործումից ստացվող օգուտների արդարացի բաշխման» էլեկտրոնային հարթակում"
2023,0,"այո=1, ոչ=0","Երկրներ, որոնք իրենց օրենսդրական, վարչական և քաղաքական շրջանակներն կամ միջոցառումները ներկայացրել են «Գենետիկ ռեսուրսների մատչելիության ու դրանց օգտագործումից ստացվող օգուտների արդարացի բաշխման» էլեկտրոնային հարթակում"
2024,0,"այո=1, ոչ=0","Երկրներ, որոնք իրենց օրենսդրական, վարչական և քաղաքական շրջանակներն կամ միջոցառումները ներկայացրել են «Գենետիկ ռեսուրսների մատչելիության ու դրանց օգտագործումից ստացվող օգուտների արդարացի բաշխման» էլեկտրոնային հարթակում"
2016,0,"այո=1, ոչ=0","Երկրներ, որոնք իրենց օրենսդրական, վարչական և քաղաքական շրջանակներն կամ միջոցառումները ներկայացրել են պարենի և գյուղատնտեսության համար բույսերի գենետիկական ռեսուրսների միջազգային պայմանագրի համապատասխանության առցանց հաշվետվության համակարգի միջոցով"
2017,0,"այո=1, ոչ=0","Երկրներ, որոնք իրենց օրենսդրական, վարչական և քաղաքական շրջանակներն կամ միջոցառումները ներկայացրել են պարենի և գյուղատնտեսության համար բույսերի գենետիկական ռեսուրսների միջազգային պայմանագրի համապատասխանության առցանց հաշվետվության համակարգի միջոցով"
