Year,Value,Units
2015,17.2,մարդ
2016,16.5,մարդ
2017,16.2,մարդ
2018,18.1,մարդ
2019,16.8,մարդ
2020,17.1,մարդ
2021,17.0,մարդ
2022,16.9,մարդ
2023,17.2,մարդ
2024,16.5,մարդ
