Year,Value,Units,Series
2023,27.8,%,Անտառածածկ տարածքի համամասնությունը օրենքով սահմանված պահպանվող տարածքներում
2024,28.3,%,Անտառածածկ տարածքի համամասնությունը օրենքով սահմանված պահպանվող տարածքներում
