Year,Value,Units
2015,1.4,"100,000 բնակչի հաշվով"
2016,1.3,"100,000 բնակչի հաշվով"
2017,1.4,"100,000 բնակչի հաշվով"
2018,1.0,"100,000 բնակչի հաշվով"
2019,1.6,"100,000 բնակչի հաշվով"
2020,2.0,"100,000 բնակչի հաշվով"
2021,1.0,"100,000 բնակչի հաշվով"
2022,0.9,"100,000 բնակչի հաշվով"
2023,0.8,"100,000 բնակչի հաշվով"
2024,0.6,"100,000 բնակչի հաշվով"
