Year,Value,Units
2015,8.65,mole - H - ion/liter
2016,8.49,mole - H - ion/liter
2017,8.77,mole - H - ion/liter
2018,8.74,mole - H - ion/liter
2019,8.54,mole - H - ion/liter
2020,8.74,mole - H - ion/liter
