Year,Value,Units
2015,12.5,%
2016,6.5,%
2017,6.5,%
2018,7.5,%
2019,14.5,%
2020,14.8,%
2021,9.3,%
2022,4.6,%
2023,5.7,%
2024,3.9,%
2025,7.3,%
