Year,Value,Units
2015,0.3,"100,000 բնակչի հաշվով"
2016,0.2,"100,000 բնակչի հաշվով"
2017,0.3,"100,000 բնակչի հաշվով"
2015,8.0,դեպք
2016,7.0,դեպք
2017,10.0,դեպք
2018,0.6,"100,000 բնակչի հաշվով"
2018,19.0,դեպք
2019,1.0,"100,000 բնակչի հաշվով"
2019,30.0,դեպք
2020,0.3,"100,000 բնակչի հաշվով"
2020,10.0,դեպք
2021,0.7,"100,000 բնակչի հաշվով"
2021,20.0,դեպք
2022,17.0,դեպք
2022,0.6,"100,000 բնակչի հաշվով"
2023,15.0,դեպք
2023,0.5,"100,000 բնակչի հաշվով"
2024,19.0,դեպք
2024,0.6,"100,000 բնակչի հաշվով"
