Year,Value,Units
2015,4422.53,1000 ԱՄՆ դոլար
2016,4607.0,1000 ԱՄՆ դոլար
2017,11799.49,1000 ԱՄՆ դոլար
2018,98302.93,1000 ԱՄՆ դոլար
2019,460342.24,1000 ԱՄՆ դոլար
2020,4703.12,1000 ԱՄՆ դոլար
2021,5090.0,1000 ԱՄՆ դոլար
2022,7559.2,1000 ԱՄՆ դոլար
2023,5521.4,1000 ԱՄՆ դոլար
2024,9842.5,1000 ԱՄՆ դոլար
