Year,Value,Units
2015,16.8,"100,000 կենդանածնի հաշվով"
2016,29.6,"100,000 կենդանածնի հաշվով"
2017,8.0,"100,000 կենդանածնի հաշվով"
2018,21.9,"100,000 կենդանածնի հաշվով"
2019,33.3,"100,000 կենդանածնի հաշվով"
2020,22.0,"100,000 կենդանածնի հաշվով"
2021,43.7,"100,000 կենդանածնի հաշվով"
2022,22.0,"100,000 կենդանածնի հաշվով"
2023,10.9,"100,000 կենդանածնի հաշվով"
2024,1.1,"100,000 կենդանածնի հաշվով"
