Year,Units,Value
2015,Гг CO₂-эквивалент,9792.5
2016,Гг CO₂-эквивалент,9802.7
2017,Гг CO₂-эквивалент,10133.5
2018,Гг CO₂-эквивалент,9999.8
2019,Гг CO₂-эквивалент,10777.8
