Year,Units,Value
2015,"на 100,000 населения",28.0
2016,"на 100,000 населения",27.1
2017,"на 100,000 населения",23.0
2018,"на 100,000 населения",21.0
2019,"на 100,000 населения",18.3
2020,"на 100,000 населения",12.6
2021,"на 100,000 населения",11.8
2022,"на 100,000 населения",13.1
2023,"на 100,000 населения",12.2
2024,"на 100,000 населения",11.9
