Year,Units,Value
2015,доллар США/кубический метр,2.55
2016,доллар США/кубический метр,2.666
2017,доллар США/кубический метр,3.217
2018,доллар США/кубический метр,3.657
2019,доллар США/кубический метр,3.665
2020,доллар США/кубический метр,3.505
2021,доллар США/кубический метр,3.86
2022,доллар США/кубический метр,4.23
2023,доллар США/кубический метр,4.52
