"Year","Units","Value"
"2015","%","12.5"
"2016","%","6.5"
"2017","%","6.5"
"2018","%","7.5"
"2019","%","14.4"
"2020","%","14.7"
"2021","%","9.2"
"2022","%","4.9"
"2023","%","5.8"
