"Year","Units","Value"
"2001","%","37.49"
"2003","%","37.49"
"2005","%","37.49"
"2007","%","41.09"
"2009","%","54.61"
"2011","%","62.05"
"2013","%","62.05"
"2015","%","62.05"
"2017","%","62.05"
"2019","%","62.05"
"2021","%","62.05"
"2023","%","62.05"
