"Year","Units","Value"
"2015","Gg CO2-equivalent","9792.5"
"2016","Gg CO2-equivalent","9802.7"
"2017","Gg CO2-equivalent","10133.5"
"2018","Gg CO2-equivalent","9999.8"
"2019","Gg CO2-equivalent","10777.8"
