"Year","Series","Units","Value"
"2016","Proportion of project objectives in new development interventions drawn from country-led result frameworks - data by recipient","%","91.1"
"2018","Proportion of project objectives in new development interventions drawn from country-led result frameworks - data by recipient","%","100"
"2016","Proportion of results indicators drawn from country-led results frameworks - data by recipient","%","39.2"
"2018","Proportion of results indicators drawn from country-led results frameworks - data by recipient","%","37.36111"
"2016","Proportion of results indicators which will be monitored using government sources and monitoring systems - data by recipient","%","59.6"
"2018","Proportion of results indicators which will be monitored using government sources and monitoring systems - data by recipient","%","34.30555"
"2016","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation - data by recipient","%","63.3"
"2018","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation - data by recipient","%","57.22222"
