"Year","Units","Value"
"2015","%","109.1"
"2016","%","106.8"
"2017","%","106.9"
"2018","%","101.5"
"2019","%","104.7"
"2020","%","95.0"
"2021","%","102.3"
"2022","%","108.0"
"2023","%","104.6"
"2024","%","106.4"
