"Year","Units","Value"
"2015","%","66.0"
"2016","%","64.2"
"2017","%","57.8"
"2018","%","54.8"
"2019","%","57.8"
"2020","%","57.1"
"2021","%","59.9"
"2022","%","62.0"
"2023","%","58.9"
"2024","%","66.9"
