"Year","Units","Value"
"2015","liter","5.33"
"2016","liter","5.04"
"2017","liter","4.83"
"2018","liter","4.61"
"2019","liter","0.27"
"2020","liter","0.49"
"2021","liter","0.15"
"2022","liter","0.15"
"2023","liter","0.20"
