"Year","Units","Value"
"2015","%","0.65"
"2016","%","0.62"
"2017","%","0.59"
"2018","%","0.52"
"2019","%","0.52"
"2020","%","0.58"
"2021","%","0.54"
"2022","%","0.47"
"2023","%","0.41"
