"Year","Units","Value"
"2015","kg/USD constant 2017 PPP GDP","0.30"
"2016","kg/USD constant 2017 PPP GDP","0.30"
"2017","kg/USD constant 2017 PPP GDP","0.28"
"2018","kg/USD constant 2017 PPP GDP","0.27"
"2019","kg/USD constant 2017 PPP GDP","0.27"
