"Year","Units","Value"
"2015","person","17.2"
"2016","person","16.5"
"2017","person","16.2"
"2018","person","18.1"
"2019","person","16.8"
"2020","person","17.1"
"2021","person","17.0"
"2022","person","16.9"
"2023","person","17.2"
"2024","person","16.5"
