"Year","Units","Value"
"2015","per 100,000 live births","19.7"
"2016","per 100,000 live births","22.3"
"2017","per 100,000 live births","18.3"
"2018","per 100,000 live births","20.0"
"2019","per 100,000 live births","20.8"
"2020","per 100,000 live births","25.7"
"2021","per 100,000 live births","33.0"
"2022","per 100,000 live births","29.3"
"2023","per 100,000 live births","25.6"
"2024","per 100,000 live births","17.8"
