"Year","Units","Value"
"2015","per million population","1283.4"
"2016","per million population","1230.5"
"2017","per million population","1204.3"
"2018","per million population","1139.8"
"2019","per million population","1134.9"
"2020","per million population","1177.8"
"2021","per million population","1257.8"
"2022","per million population","1267.0"
"2023","per million population","1263.0"
"2024","per million population","1078.6"
