"Year","Series","Units","Value"
"2022","Proportion of safely treated domestic wastewater flows","%","0.5625"
"2024","Proportion of safely treated domestic wastewater flows","%","0.5564 "
"2022","Total wastewater generated","million m3/year","225.5"
"2022","Total wastewater treated","million m3/year","112.4"
"2022","Proportion of wastewater treated","%","49.8"
"2022","Total wastewater safely treated","million m3/year","0.4"
"2022","Proportion of wastewater safely treated","%","0.177"
