Year,Units,Value
2015,%,97.3
2016,%,97.9
2017,%,97.3
2015,%,69.9
2016,%,69.7
2017,%,69.8
2015,%,87.6
2016,%,86.6
2017,%,91.7
2015,%,40.5
2016,%,37.7
2017,%,34.4
2015,%,96.3
2016,%,90.7
2017,%,90.1
2015,%,61.2
2016,%,74.7
2017,%,64.7
2015,%,59.1
2016,%,64.3
2017,%,64.7
2015,%,99.6
2016,%,99.8
2017,%,99.7
