Year,Units,Категория,Value
2020,индекс опроса,а) в национальные образовательные политики,0.875
2020,индекс опроса,б) в учебные программы,0.7005
2020,индекс опроса,с) в систему подготовки учителей,0.85
2020,индекс опроса,д) в систему оценивания учащихся,0.8333
