Year,Value,Units
2015,2.3544,mln.USD
2016,146.4142,mln.USD
2017,25.0052,mln.USD
2018,30.9129,mln.USD
2019,59.5674,mln.USD
2020,3.1521,mln.USD
2021,30.3691,mln.USD
2022,6.8295,mln.USD
2023,6.8261,mln.USD
