Year,Value,Units
2015,11064.06,Gg CO2-equivalent
2016,11020.85,Gg CO2-equivalent
2017,11380.87,Gg CO2-equivalent
2018,11001.25,Gg CO2-equivalent
2019,11552.53,Gg CO2-equivalent
2020,11694.76,Gg CO2-equivalent
2021,12663.81,Gg CO2-equivalent
2022,12932.2,Gg CO2-equivalent
