Year,Value,Units,Series
2015,156.9572,millions of 2023 United States dollars,Total official development assistance (gross disbursement) for technical cooperation (millions of 2023 United States dollars)
2016,169.5493,millions of 2023 United States dollars,Total official development assistance (gross disbursement) for technical cooperation (millions of 2023 United States dollars)
2017,156.4766,millions of 2023 United States dollars,Total official development assistance (gross disbursement) for technical cooperation (millions of 2023 United States dollars)
2018,155.7375,millions of 2023 United States dollars,Total official development assistance (gross disbursement) for technical cooperation (millions of 2023 United States dollars)
2019,97.298,millions of 2023 United States dollars,Total official development assistance (gross disbursement) for technical cooperation (millions of 2023 United States dollars)
2020,73.7195,millions of 2023 United States dollars,Total official development assistance (gross disbursement) for technical cooperation (millions of 2023 United States dollars)
2021,67.8244,millions of 2023 United States dollars,Total official development assistance (gross disbursement) for technical cooperation (millions of 2023 United States dollars)
2022,38.3241,millions of 2023 United States dollars,Total official development assistance (gross disbursement) for technical cooperation (millions of 2023 United States dollars)
2023,155.3528,millions of 2023 United States dollars,Total official development assistance (gross disbursement) for technical cooperation (millions of 2023 United States dollars)
