Year,Units,Կատեգորիա,Value
2020,հարցման ինդեքս,a) in national policy,0.875
2020,հարցման ինդեքս,b) in curricula,0.7005
2020,հարցման ինդեքս,c) in teacher education,0.85
2020,հարցման ինդեքս,d) in student assessment,0.8333
